SEQID	Genome size	circ.	Coverage	Completeness	Contamination	classification	simple_classification	Species	Phylum	Genus	5S ribosomal RNA	16S ribosomal RNA	23S ribosomal RNA	# 5S rRNA/16S rRNA / 23S rRNA	Number_of_tRNA	Contigs	Passed_assembly_QC	Assembly_QC_reason	In_bac120_MSA	N_bac120_markers	In_bac120_tree	Tree_exclusion_reason	AntiSMASH_failure	AntiSMASH_OK	GenomeQ	ID	inhibit Enterococcus mundtii DSM 4838	inhibit Enterobacter mori DSM 26271	inhibit Staphylococcus epidermidis AU 24	inhibit Escherichia coli DSM 498	inhibit Pseudomonas putida DSM 6125	inhibit Acinetobacter baylyi DSM 14961	inhibit Staphylococcus aureus DSM 20231
PAQ89233.barcode81	136797	N	17	89.36	1.87	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp036666595	Pseudomonadota - g__Acinetobacter	Acinetobacter sp036666595	p__Pseudomonadota	g__Acinetobacter	1	2	1	1/2/1	23	193	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode82	53448	N	8	74.97	0.47	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex	Bacillota - g__Peribacillus	Peribacillus simplex	p__Bacillota	g__Peribacillus	2	5	3	2/5/3	21	412	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode83	54149	N	12	75.72	2.05	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	2	2	1	2/2/1	22	461	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode85	4160481	N	50	100	0.36	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas atacamensis	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas atacamensis	p__Pseudomonadota	g__Aquipseudomonas	6	5	7	6/5/7	27	9	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode86	153020	N	17	95.49	2.93	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces zaomyceticus	Actinomycetota - g__Streptomyces	Streptomyces zaomyceticus	p__Actinomycetota	g__Streptomyces	1	0	1	1/0/1	22	484	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode87	16628	N	7	5.39	0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	1	1	1	1/1/1	0	31	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode88	60436	N	17	80.57	0.94	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	3	2	2	3/2/2	24	346	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode89	18416	N	7	61.91	3.52	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	Bacillota - g__Priestia	Priestia megaterium	p__Bacillota	g__Priestia	1	3	1	1/3/1	22	665	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode90	3040589	N	20	100	0.09	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces kutzneri	Actinomycetota - g__Streptomyces	Streptomyces kutzneri	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	16	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode91	3199038	N	40	100	50.03	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas putida_AE	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas putida_AE	p__Pseudomonadota	g__Aquipseudomonas	10	7	8	10/7/8	28	218	FALSE	contamination>=5;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode92	3304135	N	37	100	74.81	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Oerskovia;s__Oerskovia jenensis	Actinomycetota - g__Oerskovia	Oerskovia jenensis	p__Actinomycetota	g__Oerskovia	12	11	11	12/11/11	26	239	FALSE	contamination>=5;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode93	35958	N	11	53.78	0.44	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	1	0	1	1/0/1	9	200	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode94	5080652	Y	61	100	0.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori	Pseudomonadota - g__Enterobacter	Enterobacter mori	p__Pseudomonadota	g__Enterobacter	9	8	8	9/8/8	27	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ89233.barcode95	286184	N	19	99.99	0.4	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	8	9	9	8/9/9	24	229	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAW76169.barcode01	5266362	Y	56	100	0.12	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	11	11	11	11/11/11	25	3	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr4-AC-5	1	0	0	0	0	1	0
PAW76169.barcode02	6001264	Y	50	100	0.85	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	11	12	12	11/12/12	24	2	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	AAGV2022-Gr1-AC-16	0	0	0	0	0	0	0
PAW76169.barcode03	6091462	Y	49	100	0.57	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	2	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	AAGV2022-Gr1-AC-8	1	1	1	1	1	1	1
PAW76169.barcode04	2638063	N	34	100	0.11	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	6	7	8	6/7/8	23	10	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	AAST2022-Gr1-PDA-7	1	0	0	0	0	0	0
PAW76169.barcode05	5401016	Y	56	100	0.06	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	10	10	10	10/10/10	24	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	AKAT2020-Gr5-10%NB-22	0	0	1	0	0	0	0
PAW76169.barcode06	5491449	Y	53	100	0.87	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	14	14	14	14/14/14	25	1	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	BJE2020-Gr1-10%NB-6	1	0	1	0	0	0	0
PAW76169.barcode07	4637050	Y	65	100	0.03	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter;s__	Pseudomonadota - g__Luteibacter	Luteibacter sp.	p__Pseudomonadota	g__Luteibacter	2	2	2	2/2/2	26	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	CELF2021-Gr3-10%NB-13	0	0	1	0	0	0	0
PAW76169.barcode08	4811964	N	43	100	5.81	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus butanolivorans	Bacillota - g__Peribacillus	Peribacillus butanolivorans	p__Bacillota	g__Peribacillus	12	10	12	12/10/12	26	7	FALSE	contamination>=5;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	DRON2023-Gr6-LB-9	1	0	1	1	1	0	1
PAW76169.barcode09	2699925	Y	116	100	0.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	Bacillota - g__Staphylococcus	Staphylococcus aureus	p__Bacillota	g__Staphylococcus	5	5	5	5/5/5	24	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	EGAA2023-Gr10-AC-16	1	0	1	0	1	1	1
PAW76169.barcode10	502494	N	21	100	82.45	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	15	12	10	15/12/10	28	539	FALSE	contamination>=5;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	EGAA2023-Gr10-AC-18	1	0	1	0	1	1	1
PAW76169.barcode11	589663	N	79	100	2.09	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	4	12	12	4/12/12	24	74	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	EGAA2023-Gr2-AC-8	1	0	0	0	0	1	1
PAW76169.barcode12	5202657	N	49	100	0.07	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	14	11	13	14/11/13	24	6	TRUE	NA	TRUE	109	TRUE	NA	NA	TRUE	High quality genome	EGAAG2023-Gr6-BHI-2	1	0	1	0	0	0	1
PAW76169.barcode13	54346	N	11	74.19	0.41	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces violascens	Actinomycetota - g__Streptomyces	Streptomyces violascens	p__Actinomycetota	g__Streptomyces	4	3	3	4/3/3	23	753	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	FJER2023-Gr1-AC-23	1	0	1	0	0	0	1
PAW76169.barcode14	5514326	Y	54	100	0.31	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	13	14	14	13/14/14	26	1	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	FJER2023-Gr2-LB-1	1	0	0	0	1	1	0
PAW76169.barcode15	6509392	Y	46	100	0.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas neuropathica	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas neuropathica	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	26	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	FJER2023-Gr6-ISP2-14	1	0	0	0	1	1	0
PAW76169.barcode16	2360238	N	32	100	0.12	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	13	11	13	13/11/13	25	11	TRUE	NA	TRUE	108	TRUE	NA	NA	TRUE	High quality genome	FJER2023-Gr7-AC-18	0	0	0	0	0	0	1
PAW76169.barcode18	2940267	N	55	100	0.51	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	15	14	14	15/14/14	25	11	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	HASS2023-Gr6-ISP2-14	1	0	1	0	0	0	0
PAW76169.barcode20	2909789	N	59	100	2.05	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	Actinomycetota - g__Arthrobacter	Arthrobacter sp.	p__Actinomycetota	g__Arthrobacter	4	5	5	4/5/5	24	5	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr2-BHI-1	1	1	0	1	1	1	1
PAW76169.barcode21	5312466	N	49	100	0.25	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__	Bacillota - g__Peribacillus	Peribacillus sp.	p__Bacillota	g__Peribacillus	13	12	13	13/12/13	26	4	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr7-AC-2	0	0	0	0	0	1	1
PAW76169.barcode23	6248987	Y	48	100	0.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas lactucae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas lactucae	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr7-PDA-13	1	0	1	1	1	1	1
PAW76169.barcode24	6248986	Y	48	100	0.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas lactucae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas lactucae	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr7-PDA-6	1	0	1	1	1	1	1
PAW76169.barcode25	3019164	N	48	100	0.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas lactucae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas lactucae	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	3	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr7-PDA-8	1	0	1	1	1	1	1
PAW76169.barcode26	6248987	Y	48	100	0.15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas lactucae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas lactucae	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr7-PDA-9	1	0	1	1	1	1	1
PAW76169.barcode27	5338712	Y	39	100	0.72	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia sp017832355	Pseudomonadota - g__Serratia	Serratia sp017832355	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	26	10	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	HJØREUC2023-Gr1-PDA-6	0	0	0	0	1	0	1
PAW76169.barcode28	5143515	N	47	100	0.55	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	13	11	13	13/11/13	24	7	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	HJØREUC2023-Gr2-AC-1	0	0	0	0	0	0	0
PAW76169.barcode29	5513324	Y	40	100	2.64	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus butanolivorans	Bacillota - g__Peribacillus	Peribacillus butanolivorans	p__Bacillota	g__Peribacillus	13	13	13	13/13/13	26	3	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	HJØREUC2023-Gr2-AC-4	1	0	0	0	0	1	0
PAW76169.barcode30	3911018	N	42	100	0.37	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	12	10	12	12/10/12	24	8	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	HJØREUC2023-Gr4-LB-15	1	0	0	1	1	0	1
PAW76169.barcode31	4820950	N	47	100	0.02	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	12	10	11	12/10/11	24	10	TRUE	NA	TRUE	109	TRUE	NA	NA	TRUE	High quality genome	HJØRSTX2023-Gr1-AC-20	1	0	0	0	1	0	0
PAW76169.barcode32	9014993	N	30	100	0.23	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026342835	Actinomycetota - g__Streptomyces	Streptomyces sp026342835	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	25	5	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	MAR2020-JAR-AC-4	0	0	0	0	0	0	0
PAW76169.barcode33	2501733	N	36	100	0.32	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	6	5	6	6/5/6	24	6	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MAR2020-SAED-10%NB-22	1	0	1	1	0	0	1
PAW76169.barcode34	7202722	Y	42	100	0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus amylolyticus	Bacillota - g__Paenibacillus	Paenibacillus amylolyticus	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	1	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	MARS2023-Gr5-LB-16	0	0	1	1	0	1	1
PAW76169.barcode35	2792799	N	50	100	3.07	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus butanolivorans	Bacillota - g__Peribacillus	Peribacillus butanolivorans	p__Bacillota	g__Peribacillus	11	11	11	11/11/11	26	14	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	MARSAnne2022-Gr2-LB-17	1	0	0	0	0	0	1
PAW76169.barcode36	4090326	N	33	99.99	0.34	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	6	5	6	6/5/6	24	6	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	MIDD2022-Gr17-AC-5	1	0	1	0	0	0	0
PAW76169.barcode37	9205410	N	29	100	0.21	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026340595	Actinomycetota - g__Streptomyces	Streptomyces sp026340595	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	3	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MUNK2022-Gr13-10%NB-16	1	0	1	0	0	0	1
PAW76169.barcode38	2055329	N	71	100	0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	Bacillota - g__Bacillus	Bacillus velezensis	p__Bacillota	g__Bacillus	7	7	7	7/7/7	26	8	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	PAD2023-Gr2-AC-2	0	0	0	0	0	0	0
PAW76169.barcode39	4550776	N	44	100	0.44	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	11	13	11	11/13/11	24	8	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	PADE2023-Gr1-AC-7	1	0	0	0	0	0	0
PAW76169.barcode41	8708692	N	34	100	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp042268445	Actinomycetota - g__Streptomyces	Streptomyces sp042268445	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	23	2	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	PADE2023-Gr3-AC-14	1	0	1	0	0	0	1
PAW76169.barcode42	5272117	Y	57	100	0.5	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__Lysinibacillus sp050272295	Bacillota - g__Lysinibacillus	Lysinibacillus sp050272295	p__Bacillota	g__Lysinibacillus	14	13	13	14/13/13	24	3	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	PADE2023-Gr3-AC-17	0	0	0	0	0	0	0
PAW76169.barcode44	5454689	Y	55	100	0.14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	PADE2023-Gr4-PDA-2	1	0	1	0	1	1	1
PAW76169.barcode45	5454687	Y	56	100	0.14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	PADE2023-Gr4-PDA-3	1	0	0	0	1	0	0
PAW76169.barcode47	5345404	Y	57	100	0.13	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex_A	Bacillota - g__Peribacillus	Peribacillus simplex_A	p__Bacillota	g__Peribacillus	11	11	11	11/11/11	25	4	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr2-BHI-5	1	0	1	1	0	1	0
PAW76169.barcode48	1507590	N	29	100	0.72	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	9	12	9	9/12/9	25	13	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr3-AC-6	1	1	1	1	1	1	1
PAW76169.barcode49	6935965	Y	43	100	1.55	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas sp002874965	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp002874965	p__Pseudomonadota	g__Aquipseudomonas	6	5	5	6/5/5	24	1	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SKAN2023-Gr3-BHI-9	1	1	1	0	1	1	1
PAW76169.barcode50	2840866	N	74	100	0.01	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	Bacillota - g__Bacillus	Bacillus velezensis	p__Bacillota	g__Bacillus	9	6	9	9/6/9	26	4	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SKAND3z2021-Gr3-10%NB-16	1	0	1	0	0	0	1
PAW76169.barcode51	5402236	Y	56	100	0.16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia plymuthica	Pseudomonadota - g__Serratia	Serratia plymuthica	p__Pseudomonadota	g__Serratia	8	7	7	8/7/7	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	STG2023-Gr1-ISP2-18	1	1	1	1	0	1	1
